v1,v2,,,,
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",,,,
pam,That day you asked about anand number. Why:-),,,,
pam,Am surfing online store. For offers do you want to buy any thing.,,,,
pam,Long beach lor. Expected... U having dinner now?,,,,
pam,At home by the way,,,,
pam,We are both fine. Thanks,,,,
pam,What happen to her tell the truth,,,,
pam,Do you like Italian food?,,,,
pam,Which is weird because I know I had it at one point,,,,
pam,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",,,,
pam,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,,
pam,"Alright, see you in a bit",,,,
pam,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,,,,
pam,I will take care of financial problem.i will help:),,,,
pam,Tell dear what happen to you. Why you talking to me like an alian,,,,
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,,,,
pam,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,,
pam,Okie...,,,,
pam,"Hi this is yijue, can i meet u at 11 tmr?",,,,
pam,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,,,,
pam,But i dint slept in afternoon.,,,,
pam,That seems unnecessarily affectionate,,,,
pam,Yar else i'll thk of all sorts of funny things.,,,,
pam,You will be in the place of that man,,,,
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",,,,
pam,Thats cool. How was your day?,,,,
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,,,,
pam,R we going with the  &lt;#&gt;  bus?,,,,
pam,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",,,,
pam,No..he joined today itself.,,,,
pam,Okay same with me. Well thanks for the clarification,,,,
pam,I'll talk to the others and probably just come early tomorrow then,,,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",,,,
pam,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",,,,
pam,Hi. I'm sorry i missed your call. Can you pls call back.,,,,
pam,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,,
pam,Ok then no need to tell me anything i am going to sleep good night,,,,
pam,Ok try to do week end course in coimbatore.,,,,
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,,,,
pam,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),,,,
pam,If you r @ home then come down within 5 min,,,,
pam,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,,
pam,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",,,,
pam,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",,,,
pam,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,,,,
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,,,,
pam,Dunno lei he neva say...,,,,
pam,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,,,,
pam,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,,,,
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,,,,
pam,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,,
pam,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",,,,
pam,"If i let you do this, i want you in the house by 8am.",,,,
pam,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",,,,
pam,I will reach before ten morning,,,,
pam,Your pussy is perfect!,,,,
pam,"Sorry, I'll call later",,,,
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",,,,
pam,No message..no responce..what happend?,,,,
pam,Also where's the piece,,,,
pam,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",,,,
pam,Boo. How's things? I'm back at home and a little bored already :-(,,,,
pam,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,,,,
pam,PICK UR FONE UP NOW U DUMB?,,,,
pam,"Thanks da thangam, i feel very very happy dear. I also miss you da.",,,,
pam,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",,,,
pam,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,,,,
pam,"Babe, I'm back ... Come back to me ...",,,,
pam,Well you told others you'd marry them...,,,,
pam,Neshanth..tel me who r u?,,,,
pam,YO YO YO BYATCH WHASSUP?,,,,
pam,Oh... Kay... On sat right?,,,,
pam,Hi! This is Roger from CL. How are you?,,,,
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),,,,
pam,Oh oh... Wasted... Den muz chiong on sat n sun liao...,,,,
pam,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,,,,
pam,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,,,,
pam,I'm meeting Darren...,,,,
pam,One of best dialogue in cute reltnship..!! \Wen i Die," Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8""",,,
pam,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,,
pam,Dear where you will be when i reach there,,,,
pam,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),,,,
pam,Ok... Thanx... Gd nite 2 Ì_ too...,,,,
pam,"Come to me right now, Ahmad",,,,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,,
pam,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,,,,
pam,O was not into fps then.,,,,
pam,Huh means computational science... Y they like dat one push here n there...,,,,
pam,"Could you not read me, my Love ? I answered you",,,,
pam,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,,,,
pam,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",,,,
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,,,,
pam,Oic... Then better quickly go bathe n settle down...,,,,
pam,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,,,,
pam,A bloo bloo bloo I'll miss the first bowl,,,,
pam,Lmao but its so fun...,,,,
pam,Oh k k:)but he is not a big hitter.anyway good,,,,
pam,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,,,,
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,,,,
pam,Do you think i can move  &lt;#&gt;  in a week,,,,
pam,She.s find. I sent you an offline message to know how anjola's now.,,,,
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,,,,
pam,How was txting and driving,,,,
pam,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,,,,
pam,Really dun bluff me leh... U sleep early too. Nite...,,,,
pam,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",,,,
pam,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,,,,
pam,Oh ya ya. I remember da. .,,,,
pam,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,,,,
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",,,,
pam,I not busy juz dun wan 2 go so early.. Hee.. ,,,,
pam,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,,,,
pam,"Great. I'm in church now, will holla when i get out",,,,
pam,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,,,,
pam,I donno if they are scorable,,,,
pam,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,,,,
pam,"Yes but i dont care! I need you bad, princess!",,,,
pam,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",,,,
pam,"Sorry, I'll call later",,,,
pam,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,,,,
pam,Do u knw dis no. &lt;#&gt; ?,,,,
pam,Then she dun believe wat?,,,,
pam,K..give back my thanks.,,,,
pam,I know complain num only..bettr directly go to bsnl offc nd apply for it..,,,,
pam,Okay. I've seen it. So i should pick it on friday?,,,,
pam,How much she payed. Suganya.,,,,
pam,Left dessert. U wan me 2 go suntec look 4 u?,,,,
pam,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",,,,
pam,Onum ela pa. Normal than.,,,,
pam,K.k..how is your sister kids?,,,,
pam,"Cool, I'll text you when I'm on the way",,,,
pam,Nope. Meanwhile she talk say make i greet you.,,,,
pam,i cant talk to you now.i will call when i can.dont keep calling.,,,,
pam,Anything lar...,,,,
pam,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",,,,
pam,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",,,,
pam,They will pick up and drop in car.so no problem..,,,,
pam,S.i think he is waste for rr..,,,,
pam,He is world famamus....,,,,
pam,Is there coming friday is leave for pongal?do you get any news from your work place.,,,,
pam,Lol well don't do it without me. We could have a big sale together.,,,,
pam,* Am on my way,,,,
pam,Eat at old airport road... But now 630 oredi... Got a lot of pple...,,,,
pam,"sry can't talk on phone, with parents",,,,
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",,,,
pam,Ok lor wat time Ì_ finish?,,,,
pam,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",,,,
pam,Mm i am on the way to railway,,,,
